?ingredient	?ingLab
<http://purl.obolibrary.org/obo/DRON_00019165>	von Willebrand Factor (Human)
<http://purl.obolibrary.org/obo/DRON_00019168>	fospropofol
<http://purl.obolibrary.org/obo/DRON_00019169>	Plerixafor
<http://purl.obolibrary.org/obo/DRON_00019170>	degarelix
<http://purl.obolibrary.org/obo/DRON_00019174>	CALCIUM CARBONATE, PRECIPITATED
<http://purl.obolibrary.org/obo/DRON_00019185>	Hepatitis B Surface Antigen Vaccine
<http://purl.obolibrary.org/obo/DRON_00019189>	rabies virus vaccine flury-lep strain
<http://purl.obolibrary.org/obo/DRON_00019190>	rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated
<http://purl.obolibrary.org/obo/DRON_00019201>	acellular pertussis vaccine, inactivated
<http://purl.obolibrary.org/obo/DRON_00019202>	diphtheria toxoid vaccine, inactivated
<http://purl.obolibrary.org/obo/DRON_00019203>	tetanus toxoid vaccine, inactivated
<http://purl.obolibrary.org/obo/DRON_00019204>	fibrinogen concentrate (human)
<http://purl.obolibrary.org/obo/DRON_00019205>	OREGANO OIL
<http://purl.obolibrary.org/obo/DRON_00019206>	Anthrax Vaccine Adsorbed
<http://purl.obolibrary.org/obo/DRON_00019207>	Evening primrose extract
<http://purl.obolibrary.org/obo/DRON_00019208>	smallpox vaccine live vaccinia virus
<http://purl.obolibrary.org/obo/DRON_00019210>	milnacipran
<http://purl.obolibrary.org/obo/DRON_00019211>	dexlansoprazole
<http://purl.obolibrary.org/obo/DRON_00019214>	Japanese encephalitis virus vaccine, inactivated
<http://purl.obolibrary.org/obo/DRON_00019216>	conivaptan
<http://purl.obolibrary.org/obo/DRON_00019217>	GAMMA LINOLEIC ACID
<http://purl.obolibrary.org/obo/DRON_00019218>	Green Tea Extract
<http://purl.obolibrary.org/obo/DRON_00019219>	Insulin, Aspart Protamine, Human
<http://purl.obolibrary.org/obo/DRON_00019220>	Insulin, Protamine Lispro, Human
<http://purl.obolibrary.org/obo/DRON_00019221>	Insulin Glargine
<http://purl.obolibrary.org/obo/DRON_00019222>	Insulin, Glulisine, Human
<http://purl.obolibrary.org/obo/DRON_00019223>	lumefantrine
<http://purl.obolibrary.org/obo/DRON_00019224>	Follitropin Alfa
<http://purl.obolibrary.org/obo/DRON_00019225>	golimumab
<http://purl.obolibrary.org/obo/DRON_00019226>	Acai Berry Extract
<http://purl.obolibrary.org/obo/DRON_00019228>	certolizumab pegol
<http://purl.obolibrary.org/obo/DRON_00019229>	FE HEME POLYPEPTIDE
<http://purl.obolibrary.org/obo/DRON_00019230>	tolvaptan
<http://purl.obolibrary.org/obo/DRON_00019231>	besifloxacin
<http://purl.obolibrary.org/obo/DRON_00019232>	Acacia pollen extract
<http://purl.obolibrary.org/obo/DRON_00019233>	coast maple pollen extract
<http://purl.obolibrary.org/obo/DRON_00019239>	orchard grass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019240>	sisal fiber extract
<http://purl.obolibrary.org/obo/DRON_00019241>	tree of heaven pollen extract
<http://purl.obolibrary.org/obo/DRON_00019242>	iodine bush pollen extract
<http://purl.obolibrary.org/obo/DRON_00019243>	sweet vernal grass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019244>	tag alder pollen extract
<http://purl.obolibrary.org/obo/DRON_00019246>	white alder pollen extract
<http://purl.obolibrary.org/obo/DRON_00019247>	red alder pollen extract
<http://purl.obolibrary.org/obo/DRON_00019248>	meadow fescue grass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019251>	western waterhemp pollen extract
<http://purl.obolibrary.org/obo/DRON_00019252>	false ragweed pollen extract
<http://purl.obolibrary.org/obo/DRON_00019253>	canyon ragweed pollen extract
<http://purl.obolibrary.org/obo/DRON_00019254>	cat skin extract
<http://purl.obolibrary.org/obo/DRON_00019255>	sandbur ragweed pollen extract
<http://purl.obolibrary.org/obo/DRON_00019256>	rabbit bush pollen extract
<http://purl.obolibrary.org/obo/DRON_00019257>	desert ragweed pollen extract
<http://purl.obolibrary.org/obo/DRON_00019259>	slender ragweed pollen extract
<http://purl.obolibrary.org/obo/DRON_00019262>	wormwood sage pollen extract
<http://purl.obolibrary.org/obo/DRON_00019263>	coast sage pollen extract
<http://purl.obolibrary.org/obo/DRON_00019264>	corn pollen extract
<http://purl.obolibrary.org/obo/DRON_00019265>	common sagebrush pollen extract
<http://purl.obolibrary.org/obo/DRON_00019266>	cocklebur pollen extract
<http://purl.obolibrary.org/obo/DRON_00019267>	mugwort sage pollen extract
<http://purl.obolibrary.org/obo/DRON_00019268>	nettle pollen extract
<http://purl.obolibrary.org/obo/DRON_00019270>	Aspergillus fumigatus extract
<http://purl.obolibrary.org/obo/DRON_00019271>	tobacco leaf extract
<http://purl.obolibrary.org/obo/DRON_00019272>	linden pollen extract
<http://purl.obolibrary.org/obo/DRON_00019273>	wing scale pollen extract
<http://purl.obolibrary.org/obo/DRON_00019274>	dandelion pollen extract
<http://purl.obolibrary.org/obo/DRON_00019275>	salt cedar pollen
<http://purl.obolibrary.org/obo/DRON_00019276>	shad scale pollen extract
<http://purl.obolibrary.org/obo/DRON_00019277>	lens scale pollen extract
<http://purl.obolibrary.org/obo/DRON_00019278>	Pullularia extract
<http://purl.obolibrary.org/obo/DRON_00019279>	alkali blite pollen extract
<http://purl.obolibrary.org/obo/DRON_00019280>	cultivated oat pollen extract
<http://purl.obolibrary.org/obo/DRON_00019281>	Johnson grass smut pollen extract
<http://purl.obolibrary.org/obo/DRON_00019282>	fivehorn smotherweed pollen extract
<http://purl.obolibrary.org/obo/DRON_00019284>	sugar beet pollen extract
<http://purl.obolibrary.org/obo/DRON_00019285>	Johnson grass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019286>	pepper tree pollen extract
<http://purl.obolibrary.org/obo/DRON_00019287>	cherry birch pollen extract
<http://purl.obolibrary.org/obo/DRON_00019288>	river birch pollen extract
<http://purl.obolibrary.org/obo/DRON_00019289>	Greasewood pollen extract
<http://purl.obolibrary.org/obo/DRON_00019290>	Russian thistle pollen extract
<http://purl.obolibrary.org/obo/DRON_00019291>	black willow pollen extract
<http://purl.obolibrary.org/obo/DRON_00019292>	water birch pollen extract
<http://purl.obolibrary.org/obo/DRON_00019293>	Arroyo willow pollen extract
<http://purl.obolibrary.org/obo/DRON_00019294>	pussy willow pollen extract
<http://purl.obolibrary.org/obo/DRON_00019295>	gray birch pollen extract
<http://purl.obolibrary.org/obo/DRON_00019296>	Botrytis cinerea extract
<http://purl.obolibrary.org/obo/DRON_00019298>	grama grass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019299>	mustard pollen extract
<http://purl.obolibrary.org/obo/DRON_00019302>	smooth brome pollen extract
<http://purl.obolibrary.org/obo/DRON_00019303>	shagbark hickory pollen extract
<http://purl.obolibrary.org/obo/DRON_00019304>	cheat grass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019305>	Australian pine pollen extract
<http://purl.obolibrary.org/obo/DRON_00019306>	bottlebrush pollen extract
<http://purl.obolibrary.org/obo/DRON_00019307>	lambs quarters pollen extract
<http://purl.obolibrary.org/obo/DRON_00019308>	Monilia sitophila extract
<http://purl.obolibrary.org/obo/DRON_00019309>	domestic goat skin extract
<http://purl.obolibrary.org/obo/DRON_00019311>	black oak pollen extract
<http://purl.obolibrary.org/obo/DRON_00019312>	Curvularia extract
<http://purl.obolibrary.org/obo/DRON_00019315>	Gambels oak pollen extract
<http://purl.obolibrary.org/obo/DRON_00019316>	hazelnut pollen extract
<http://purl.obolibrary.org/obo/DRON_00019320>	silver ragweed pollen extract
<http://purl.obolibrary.org/obo/DRON_00019321>	wheat rust extract
<http://purl.obolibrary.org/obo/DRON_00019322>	kapok tree fiber extract
<http://purl.obolibrary.org/obo/DRON_00019324>	hackberry pollen extract
<http://purl.obolibrary.org/obo/DRON_00019325>	salt grass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019326>	aspen pollen extract
<http://purl.obolibrary.org/obo/DRON_00019327>	quackgrass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019329>	Fremont cottonwood pollen extract
<http://purl.obolibrary.org/obo/DRON_00019330>	palo verde pollen extract
<http://purl.obolibrary.org/obo/DRON_00019332>	Russian olive pollen extract
<http://purl.obolibrary.org/obo/DRON_00019333>	Chaetomium globosum extract
<http://purl.obolibrary.org/obo/DRON_00019334>	black cottonwood pollen extract
<http://purl.obolibrary.org/obo/DRON_00019336>	Cladosporium herbarum extract
<http://purl.obolibrary.org/obo/DRON_00019337>	Cochliobolus sativus extract
<http://purl.obolibrary.org/obo/DRON_00019338>	Stemphylium extract
<http://purl.obolibrary.org/obo/DRON_00019339>	jute fiber extract
<http://purl.obolibrary.org/obo/DRON_00019340>	beech pollen extract
<http://purl.obolibrary.org/obo/DRON_00019343>	Epicoccum nigrum extract
<http://purl.obolibrary.org/obo/DRON_00019346>	Arizona ash pollen extract
<http://purl.obolibrary.org/obo/DRON_00019347>	Fusarium extract
<http://purl.obolibrary.org/obo/DRON_00019348>	sunflower pollen extract
<http://purl.obolibrary.org/obo/DRON_00019349>	velvet grass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019350>	house dust extract
<http://purl.obolibrary.org/obo/DRON_00019351>	burrobrush pollen extract
<http://purl.obolibrary.org/obo/DRON_00019355>	California black walnut pollen extract
<http://purl.obolibrary.org/obo/DRON_00019356>	black walnut pollen extract
<http://purl.obolibrary.org/obo/DRON_00019357>	English walnut pollen extract
<http://purl.obolibrary.org/obo/DRON_00019358>	mountain cedar pollen extract
<http://purl.obolibrary.org/obo/DRON_00019359>	California juniper pollen extract
<http://purl.obolibrary.org/obo/DRON_00019360>	western juniper pollen extract
<http://purl.obolibrary.org/obo/DRON_00019361>	burning bush pollen extract
<http://purl.obolibrary.org/obo/DRON_00019362>	Utah juniper pollen extract
<http://purl.obolibrary.org/obo/DRON_00019363>	Rocky Mountain juniper pollen extract
<http://purl.obolibrary.org/obo/DRON_00019364>	Koelers grass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019365>	red cedar pollen extract
<http://purl.obolibrary.org/obo/DRON_00019366>	winterfat pollen extract
<http://purl.obolibrary.org/obo/DRON_00019367>	karaya gum extract
<http://purl.obolibrary.org/obo/DRON_00019368>	privet pollen extract
<http://purl.obolibrary.org/obo/DRON_00019369>	sweet gum pollen extract
<http://purl.obolibrary.org/obo/DRON_00019370>	alfalfa pollen extract
<http://purl.obolibrary.org/obo/DRON_00019371>	european olive pollen extract
<http://purl.obolibrary.org/obo/DRON_00019372>	western wheatgrass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019373>	Syrian hamster skin extract
<http://purl.obolibrary.org/obo/DRON_00019375>	Bahia grass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019377>	Mucor extract
<http://purl.obolibrary.org/obo/DRON_00019378>	house mouse skin extract
<http://purl.obolibrary.org/obo/DRON_00019379>	canary grass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019380>	date palm pollen extract
<http://purl.obolibrary.org/obo/DRON_00019381>	shortleaf pine pollen extract
<http://purl.obolibrary.org/obo/DRON_00019383>	eastern white pine pollen extract
<http://purl.obolibrary.org/obo/DRON_00019385>	eastern sycamore pollen extract
<http://purl.obolibrary.org/obo/DRON_00019386>	western sycamore pollen extract
<http://purl.obolibrary.org/obo/DRON_00019387>	Phoma extract
<http://purl.obolibrary.org/obo/DRON_00019388>	Horse Chestnut Preparation
<http://purl.obolibrary.org/obo/DRON_00019389>	wheat smut allergenic extract
<http://purl.obolibrary.org/obo/DRON_00019390>	California scrub oak pollen extract
<http://purl.obolibrary.org/obo/DRON_00019391>	salt cedar pollen extract
<http://purl.obolibrary.org/obo/DRON_00019392>	house dust mite extract, Dermatophagoides farinae
<http://purl.obolibrary.org/obo/DRON_00019394>	Chinese elm pollen extract
<http://purl.obolibrary.org/obo/DRON_00019395>	Arizona cypress pollen extract
<http://purl.obolibrary.org/obo/DRON_00019396>	perennial rye grass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019397>	house dust mite extract, Dermatophagoides pteronyssinus
<http://purl.obolibrary.org/obo/DRON_00019398>	Kentucky bluegrass pollen extract
<http://purl.obolibrary.org/obo/DRON_00019399>	boswellia preparation
<http://purl.obolibrary.org/obo/DRON_00019400>	momordicae
<http://purl.obolibrary.org/obo/DRON_00019402>	tourmaline
<http://purl.obolibrary.org/obo/DRON_00019403>	Ricinoleate
<http://purl.obolibrary.org/obo/DRON_00019405>	canakinumab
<http://purl.obolibrary.org/obo/DRON_00019406>	Pentastarch
<http://purl.obolibrary.org/obo/DRON_00019407>	Cat dander extract
<http://purl.obolibrary.org/obo/DRON_00019408>	Penicillium chrysogenum var. chrysogenum extract
<http://purl.obolibrary.org/obo/DRON_00019409>	European honey bee venom protein
<http://purl.obolibrary.org/obo/DRON_00019410>	ferumoxytol
<http://purl.obolibrary.org/obo/DRON_00019411>	pneumococcal capsular polysaccharide type 1 vaccine
<http://purl.obolibrary.org/obo/DRON_00019412>	pneumococcal capsular polysaccharide type 10A vaccine
<http://purl.obolibrary.org/obo/DRON_00019413>	pneumococcal capsular polysaccharide type 11A vaccine
<http://purl.obolibrary.org/obo/DRON_00019414>	pneumococcal capsular polysaccharide type 12F vaccine
<http://purl.obolibrary.org/obo/DRON_00019415>	pneumococcal capsular polysaccharide type 14 vaccine
<http://purl.obolibrary.org/obo/DRON_00019416>	pneumococcal capsular polysaccharide type 15B vaccine
<http://purl.obolibrary.org/obo/DRON_00019417>	pneumococcal capsular polysaccharide type 17F vaccine
<http://purl.obolibrary.org/obo/DRON_00019418>	pneumococcal capsular polysaccharide type 18C vaccine
<http://purl.obolibrary.org/obo/DRON_00019419>	pneumococcal capsular polysaccharide type 19A vaccine
<http://purl.obolibrary.org/obo/DRON_00019420>	pneumococcal capsular polysaccharide type 19F vaccine
<http://purl.obolibrary.org/obo/DRON_00019421>	pneumococcal capsular polysaccharide type 2 vaccine
<http://purl.obolibrary.org/obo/DRON_00019422>	pneumococcal capsular polysaccharide type 20 vaccine
<http://purl.obolibrary.org/obo/DRON_00019423>	pneumococcal capsular polysaccharide type 22F vaccine
<http://purl.obolibrary.org/obo/DRON_00019424>	pneumococcal capsular polysaccharide type 23F vaccine
<http://purl.obolibrary.org/obo/DRON_00019425>	pneumococcal capsular polysaccharide type 3 vaccine
<http://purl.obolibrary.org/obo/DRON_00019426>	pneumococcal capsular polysaccharide type 33F vaccine
<http://purl.obolibrary.org/obo/DRON_00019427>	pneumococcal capsular polysaccharide type 4 vaccine
<http://purl.obolibrary.org/obo/DRON_00019428>	pneumococcal capsular polysaccharide type 5 vaccine
<http://purl.obolibrary.org/obo/DRON_00019429>	pneumococcal capsular polysaccharide type 6B vaccine
<http://purl.obolibrary.org/obo/DRON_00019430>	pneumococcal capsular polysaccharide type 7F vaccine
<http://purl.obolibrary.org/obo/DRON_00019431>	pneumococcal capsular polysaccharide type 8 vaccine
<http://purl.obolibrary.org/obo/DRON_00019432>	pneumococcal capsular polysaccharide type 9N vaccine
<http://purl.obolibrary.org/obo/DRON_00019433>	pneumococcal capsular polysaccharide type 9V vaccine
<http://purl.obolibrary.org/obo/DRON_00019434>	prasugrel
<http://purl.obolibrary.org/obo/DRON_00019435>	Cinnamon Preparation
<http://purl.obolibrary.org/obo/DRON_00019436>	Mineral Oil, Light
<http://purl.obolibrary.org/obo/DRON_00019437>	Treprostinil
<http://purl.obolibrary.org/obo/DRON_00019441>	Influenza Virus Vaccine, Inactivated A-Brisbane-59-2007, IVR-148 (H1N1) strain
<http://purl.obolibrary.org/obo/DRON_00019442>	Influenza Virus Vaccine, Inactivated A-Uruguay-716-2007, NYMC X-175C (H3N2) strain
<http://purl.obolibrary.org/obo/DRON_00019444>	Influenza Virus Vaccine, Live Attenuated, A-South Dakota-6-2007 (H1N1) (A-Brisbane-59-2007-like) strain
<http://purl.obolibrary.org/obo/DRON_00019445>	Influenza Virus Vaccine, Live Attenuated, A-Uruguay -716-2007 (H3N2) (A-Brisbane-10-2007-like) strain
<http://purl.obolibrary.org/obo/DRON_00019450>	L-carnosine
<http://purl.obolibrary.org/obo/DRON_00019451>	Asenapine
<http://purl.obolibrary.org/obo/DRON_00019452>	abobotulinumtoxinA
<http://purl.obolibrary.org/obo/DRON_00019453>	rimabotulinumtoxinB
<http://purl.obolibrary.org/obo/DRON_00019454>	onabotulinumtoxinA
<http://purl.obolibrary.org/obo/DRON_00019455>	pitavastatin
<http://purl.obolibrary.org/obo/DRON_00019456>	bepotastine
<http://purl.obolibrary.org/obo/DRON_00019457>	valganciclovir
<http://purl.obolibrary.org/obo/DRON_00019458>	paliperidone
<http://purl.obolibrary.org/obo/DRON_00019459>	telavancin
<http://purl.obolibrary.org/obo/DRON_00019464>	influenza A-California-7-2009-(H1N1)v-like virus vaccine
<http://purl.obolibrary.org/obo/DRON_00019465>	ustekinumab
<http://purl.obolibrary.org/obo/DRON_00019466>	Pralatrexate
<http://purl.obolibrary.org/obo/DRON_00019467>	Hydroxypropyl Chitosan
<http://purl.obolibrary.org/obo/DRON_00019468>	poliovirus vaccine inactivated, type 1 (Mahoney)
<http://purl.obolibrary.org/obo/DRON_00019469>	poliovirus vaccine inactivated, type 2 (MEF-1)
<http://purl.obolibrary.org/obo/DRON_00019470>	poliovirus vaccine inactivated, type 3 (Saukett)
<http://purl.obolibrary.org/obo/DRON_00019471>	prairie sagebrush pollen extract
<http://purl.obolibrary.org/obo/DRON_00019472>	Aspergillus niger extract
<http://purl.obolibrary.org/obo/DRON_00019473>	Cladosporium cladosporioides extract
<http://purl.obolibrary.org/obo/DRON_00019474>	cladosporium sphaerospermum allergenic extract
<http://purl.obolibrary.org/obo/DRON_00019475>	dogfennel pollen extract
<http://purl.obolibrary.org/obo/DRON_00019476>	Fusarium oxysporum vasinfectum extract
<http://purl.obolibrary.org/obo/DRON_00019477>	Helminthosporium solani allergenic extract
<http://purl.obolibrary.org/obo/DRON_00019478>	southern bayberry pollen extract
<http://purl.obolibrary.org/obo/DRON_00019479>	Mucor plumbeus allergenic extract
<http://purl.obolibrary.org/obo/DRON_00019480>	neurospora intermedia allergenic extract
<http://purl.obolibrary.org/obo/DRON_00019481>	phoma exigua var. exigua extract
<http://purl.obolibrary.org/obo/DRON_00019483>	live oak pollen extract
<http://purl.obolibrary.org/obo/DRON_00019484>	rabbit skin extract
<http://purl.obolibrary.org/obo/DRON_00019485>	Rhodotorula rubra allergenic extract
<http://purl.obolibrary.org/obo/DRON_00019486>	black locust pollen extract
<http://purl.obolibrary.org/obo/DRON_00019487>	Saccharomyces cerevisiae extract
<http://purl.obolibrary.org/obo/DRON_00019489>	Stemphylium solani extract
<http://purl.obolibrary.org/obo/DRON_00019490>	queen palm pollen extract
<http://purl.obolibrary.org/obo/DRON_00019491>	Trichophyton mentagrophytes extract
<http://purl.obolibrary.org/obo/DRON_00019492>	wheat pollen extract
<http://purl.obolibrary.org/obo/DRON_00019495>	L1 protein, Human papillomavirus type 16 Vaccine
<http://purl.obolibrary.org/obo/DRON_00019496>	L1 protein, Human papillomavirus type 18 Vaccine
<http://purl.obolibrary.org/obo/DRON_00019497>	pazopanib
<http://purl.obolibrary.org/obo/DRON_00019498>	maropitant
<http://purl.obolibrary.org/obo/DRON_00019499>	peramivir
<http://purl.obolibrary.org/obo/DRON_00019500>	ofatumumab
<http://purl.obolibrary.org/obo/DRON_00019501>	levoleucovorin
<http://purl.obolibrary.org/obo/DRON_00019502>	romidepsin
<http://purl.obolibrary.org/obo/DRON_00019503>	cocklebur extract
<http://purl.obolibrary.org/obo/DRON_00019504>	krill oil
<http://purl.obolibrary.org/obo/DRON_00019507>	nitenpyram
<http://purl.obolibrary.org/obo/DRON_00019508>	calcium pyruvate
<http://purl.obolibrary.org/obo/DRON_00019509>	ecallantide
<http://purl.obolibrary.org/obo/DRON_00019514>	Agkistrodon piscivorus antivenin
<http://purl.obolibrary.org/obo/DRON_00019515>	Crotalus adamanteus antivenin
<http://purl.obolibrary.org/obo/DRON_00019516>	Crotalus atrox antivenin
<http://purl.obolibrary.org/obo/DRON_00019517>	Crotalus scutulatus antivenin
<http://purl.obolibrary.org/obo/DRON_00019518>	southern ragweed pollen extract
<http://purl.obolibrary.org/obo/DRON_00019519>	emodepside
<http://purl.obolibrary.org/obo/DRON_00019520>	Arabica coffee bean allergenic extract
<http://purl.obolibrary.org/obo/DRON_00019521>	brazil nut allergenic extract
<http://purl.obolibrary.org/obo/DRON_00019522>	coconut allergenic extract
<http://purl.obolibrary.org/obo/DRON_00019523>	hazelnut allergenic extract
<http://purl.obolibrary.org/obo/DRON_00019524>	kidney bean allergenic extract
<http://purl.obolibrary.org/obo/DRON_00019525>	lima bean allergenic extract
